month,press_volume,n_sources,themes_prix,themes_inflation,themes_alim,press_volume_norm,themes_prix_norm,themes_inflation_norm,themes_alim_norm,press_index
2026-05-01,4,3,4,0,0,0.0,0.0,0.0,0.0,0.0
