month,behavioral_index_pure,score_lexical_norm,besi_v2a_fixed,besi_v2b_lasso,besi_v2c_nlp_only
2022-02-01,0.837798512853269,0.5139146567717996,0.7406333560288282,0.837798512853269,0.5139146567717996
2022-03-01,0.8927315960218363,0.903174603174603,0.8958644981676662,0.8927315960218363,0.903174603174603
2022-04-01,0.919840988932634,0.8666666666666666,0.9038886922528437,0.919840988932634,0.8666666666666666
2022-05-01,0.9097219417059644,0.7661448140900194,0.8666488034211808,0.9097219417059644,0.7661448140900194
2022-06-01,0.8638078920381018,0.7225563909774435,0.8214324417199043,0.8638078920381018,0.7225563909774435
2022-07-01,0.7919397868264917,0.9868238557558946,0.8504050075053124,0.7919397868264917,0.9868238557558946
2022-08-01,0.7089015426929538,0.976190476190476,0.7890882227422105,0.7089015426929538,0.976190476190476
2022-09-01,0.6290329005242551,0.5928571428571429,0.6181801732241213,0.6290329005242551,0.5928571428571429
2022-10-01,0.6443817325107887,0.53125,0.610442212757552,0.6443817325107887,0.53125
2022-11-01,0.7096475016742221,0.1966386554621848,0.5557448478106108,0.7096475016742221,0.1966386554621848
2022-12-01,0.7902235284939578,0.7272727272727272,0.7713382881275885,0.7902235284939578,0.7272727272727272
2023-01-01,0.8195047869279112,0.3409523809523809,0.6759390651352521,0.8195047869279112,0.3409523809523809
2023-02-01,0.9077753142715592,0.9464285714285714,0.9193712914186628,0.9077753142715592,0.9464285714285714
2023-03-01,0.9502332305127956,0.6148748159057437,0.84962570613068,0.9502332305127956,0.6148748159057437
2023-04-01,0.9516247612683372,0.8119047619047618,0.9097087614592645,0.9516247612683372,0.8119047619047618
2023-05-01,0.8546706298522602,1.0,0.8982694408965821,0.8546706298522602,1.0
2023-06-01,0.8614671780214713,0.8571428571428571,0.860169881757887,0.8614671780214713,0.8571428571428571
2023-07-01,0.9234662009864788,0.7695417789757412,0.8772888743832575,0.9234662009864788,0.7695417789757412
2023-08-01,0.7484095779906105,0.7422077922077922,0.746549042255765,0.7484095779906105,0.7422077922077922
2023-09-01,0.8026184132380606,0.2731660231660231,0.6437826962164493,0.8026184132380606,0.2731660231660231
2023-10-01,0.6428146828691523,0.3987012987012986,0.5695806676187962,0.6428146828691523,0.3987012987012986
2023-11-01,0.7763771278526829,0.6737739872068229,0.7455961856589248,0.7763771278526829,0.6737739872068229
2023-12-01,0.8065429180460351,0.8287545787545786,0.8132064162585981,0.8065429180460351,0.8287545787545786
2024-01-01,0.8234506460442953,0.8640275387263339,0.8356237138489069,0.8234506460442953,0.8640275387263339
2024-02-01,0.9654646022306712,0.3165584415584415,0.7707927540290023,0.9654646022306712,0.3165584415584415
2024-03-01,0.9464735897074156,0.4285714285714285,0.7911029413666194,0.9464735897074156,0.4285714285714285
2024-04-01,1.0,0.6758832565284179,0.9027649769585253,1.0,0.6758832565284179
2024-05-01,0.941946905678884,0.5428571428571428,0.8222199768323616,0.941946905678884,0.5428571428571428
2024-06-01,0.9102756790924448,0.6656848306332842,0.8368984245546965,0.9102756790924448,0.6656848306332842
2024-07-01,0.8181406290781068,0.5459183673469388,0.7364739505587564,0.8181406290781068,0.5459183673469388
2024-08-01,0.8252911919341954,1.0,0.8777038343539367,0.8252911919341954,1.0
2024-09-01,0.806599895995011,0.1164285714285714,0.5995484986250791,0.806599895995011,0.1164285714285714
2024-10-01,0.7751471302624888,0.68796992481203,0.7489939686273511,0.7751471302624888,0.68796992481203
2024-11-01,0.7100752044502573,0.2659123055162659,0.5768263347700598,0.7100752044502573,0.2659123055162659
2024-12-01,0.8109551250261903,0.4617604617604617,0.7061967260464717,0.8109551250261903,0.4617604617604617
