look_back,lstm_units_1,lstm_units_2,dropout,learning_rate,batch_size,rmse,mae,mape,epochs_run,train_time_s
12,128,64,0.3,0.0005,16,0.019257149966158214,0.015935688025583317,1.3301886652064614,21,9.0
18,64,32,0.3,0.0005,8,0.019523386514223168,0.015762581081142733,1.319150486850466,29,15.5
12,128,64,0.1,0.0005,32,0.01953706267881699,0.0159588744808485,1.3339065209404695,28,11.1
6,128,64,0.1,0.0005,32,0.019539616121985588,0.016565069277440565,1.3499592770663218,56,14.2
6,64,64,0.1,0.0005,16,0.019609194930618523,0.016337011850662483,1.3298329509459448,71,18.8
24,32,64,0.3,0.0005,8,0.019655751601989135,0.017067315477887965,1.418903667136337,54,25.8
18,32,32,0.3,0.0005,8,0.0197126400011727,0.017411591526312196,1.4503200316116263,84,33.7
18,32,16,0.1,0.001,8,0.0198018822871048,0.019386347613190087,1.6009217757387038,45,19.4
24,64,16,0.3,0.001,8,0.019860773886502744,0.019394022044338592,1.6038879986684322,30,16.5
12,128,32,0.3,0.001,16,0.019886313339917878,0.01805379891118129,1.4824979892938053,57,19.4
6,64,16,0.1,0.0005,32,0.020082078905571666,0.019276589720899708,1.5859137780290782,76,20.6
6,32,64,0.1,0.0005,16,0.02009269818065779,0.016118281236463885,1.312032591566068,47,15.7
12,64,64,0.2,0.0005,16,0.020110195289685554,0.016316596280336874,1.3639175698557224,26,9.5
12,64,64,0.1,0.0005,32,0.020156587616052633,0.016927100950902843,1.4121259912958677,35,12.7
24,64,32,0.1,0.0005,8,0.020179826682697168,0.015743152592819148,1.3195682799826136,40,20.6
6,64,16,0.2,0.0005,32,0.020470902004505676,0.019799067656371357,1.6261076740095373,95,25.0
18,64,32,0.2,0.0005,8,0.020513945514318142,0.01663096143094888,1.3909387898992642,30,17.4
6,32,64,0.1,0.001,32,0.02061567708085162,0.016887878734983628,1.374516695412292,45,15.1
24,128,32,0.2,0.001,16,0.020631547354038517,0.016823458050413225,1.4063539175240436,55,23.4
6,32,32,0.3,0.0005,16,0.020641822723472543,0.02006856745554401,1.6525039877986745,44,17.7
18,128,64,0.2,0.001,16,0.020645720445178404,0.017143030963963857,1.4312787016910327,31,14.1
6,128,32,0.3,0.001,8,0.020826798546399586,0.017709693316763975,1.4384987441765438,30,12.7
