look_back,lstm_units_1,lstm_units_2,dropout,learning_rate,batch_size,rmse,mae,mape,epochs_run,train_time_s
12,128,32,0.3,0.001,32,0.027015230151617307,0.026293046223847667,2.172931344888113,20,8.4
18,64,64,0.1,0.0005,32,0.027237289354945772,0.023851918244542945,1.9853856824444862,28,12.0
6,32,16,0.3,0.0005,8,0.027365813061689854,0.026371313429157304,2.162332936868049,48,21.0
18,32,64,0.3,0.0005,8,0.027415595317092603,0.02504380846405853,2.0806637446954417,31,15.5
24,64,64,0.3,0.0005,8,0.027555650801263678,0.025106386784229013,2.06243216465656,45,29.9
18,128,64,0.1,0.001,16,0.02764620165223365,0.02467174692395975,2.0513842966194007,17,10.2
24,128,64,0.3,0.0005,16,0.02776468855241852,0.023058111866043545,1.9247762252615443,21,12.2
12,64,32,0.2,0.001,16,0.028092654004876934,0.02752602247097156,2.2735692523254234,25,8.7
12,32,32,0.2,0.0005,16,0.028211700179939455,0.02780360699263778,2.294915251531152,42,11.5
12,128,32,0.2,0.001,32,0.028239186025504966,0.0277786901739456,2.292912549664282,25,9.8
6,32,16,0.3,0.001,32,0.02828245349937871,0.02690314567679666,2.204144197237989,68,21.3
12,32,64,0.2,0.0005,16,0.028297286780007945,0.027341655765186393,2.2615708589132324,45,13.5
18,128,64,0.3,0.0005,32,0.028353156737315557,0.024604897906889262,2.0489115819088815,26,11.8
18,128,16,0.2,0.0005,16,0.028360962531052143,0.027466222153324546,2.2728227474732057,60,22.4
12,128,64,0.1,0.001,32,0.02857572127631323,0.02794576822227708,2.308093405729492,23,11.2
6,32,16,0.1,0.001,8,0.028715757041638135,0.027894294127725466,2.2853957652857404,47,23.1
24,128,64,0.1,0.001,8,0.028737822934668592,0.025055544887733823,2.050849087209403,43,26.4
6,32,16,0.2,0.0005,8,0.02889694502816123,0.027816797930202315,2.279027612799784,40,19.1
12,64,64,0.2,0.001,8,0.029234791852228405,0.024248235625660124,1.97314214965232,27,12.5
18,128,32,0.3,0.001,16,0.02932359989207544,0.025733303460905535,2.1059778081472245,51,20.5
24,32,32,0.2,0.001,8,0.029337605931702877,0.029255520414396066,2.4094934039126974,39,19.5
12,64,32,0.1,0.001,8,0.02936031005986855,0.024609802820860123,2.000712979720028,28,10.9
18,128,64,0.1,0.0005,32,0.02946866305353032,0.026036090999924964,2.165998902322861,27,11.5
12,64,32,0.2,0.0005,32,0.029803642172417617,0.029360197823351135,2.423885435153833,36,10.8
24,64,64,0.1,0.0005,8,0.02993552141409645,0.026722677838498316,2.191207092827322,71,38.5
12,32,16,0.3,0.001,8,0.03014365465550591,0.02982752674748846,2.447478603436592,41,13.8
6,64,16,0.1,0.001,8,0.030456714106985198,0.029913434861868926,2.451798489841302,44,18.2
18,64,64,0.2,0.001,32,0.03050274181882208,0.029591799025146096,2.447405783748809,25,10.1
18,32,64,0.1,0.0005,16,0.03051525560197238,0.029122537624052217,2.4120137755292066,24,18.6
12,128,16,0.2,0.0005,32,0.03062791945333878,0.030002871292960018,2.477787705248175,70,18.4
18,64,32,0.1,0.001,32,0.030804581848508414,0.02992137912213563,2.473963077351613,26,9.6
12,64,32,0.3,0.001,16,0.030855585782012567,0.030661021575331453,2.52597139002894,21,9.8
12,64,64,0.3,0.0005,8,0.031093770401620435,0.026148576311913425,2.1264573494395913,65,22.4
18,32,32,0.1,0.001,32,0.031097090726253822,0.030699308745525025,2.53395044964704,31,10.2
12,32,32,0.1,0.0005,8,0.031150594640652833,0.030791806781019972,2.53988180773056,34,12.5
24,64,32,0.2,0.0005,8,0.03136640948310301,0.03110649292447078,2.5666515922250475,49,26.5
24,128,64,0.1,0.0005,32,0.031437973911034624,0.027920979826192325,2.3211029349210777,26,12.0
12,64,32,0.1,0.001,16,0.03155228983293786,0.031363998193752476,2.583458011711428,22,8.1
12,32,32,0.1,0.001,32,0.03157443938589124,0.03128560374619027,2.5786729477444736,26,12.7
6,64,16,0.3,0.001,16,0.03163211500390019,0.030948143836308686,2.5366808249862856,37,13.2
18,128,32,0.3,0.001,8,0.031673466703591314,0.027567637526344477,2.2451223506021925,23,15.6
12,64,32,0.2,0.001,8,0.03167492218166064,0.02691250363478142,2.1869504918632057,36,13.2
18,32,64,0.3,0.0005,16,0.03168005004696025,0.02981867644684068,2.472181418003197,47,16.3
12,64,64,0.1,0.001,8,0.031727533205811786,0.02679369229107868,2.1773879201408537,43,15.6
18,64,32,0.2,0.001,32,0.03173074238736297,0.031057081618050913,2.5659581380981415,24,10.8
12,128,32,0.3,0.0005,16,0.031871286141804095,0.03136689808954221,2.5889493079335084,22,9.3
12,64,32,0.3,0.0005,16,0.032010118891143,0.031706753647622564,2.614263781264132,29,9.5
12,128,32,0.3,0.0005,8,0.03227549507828348,0.02755470270808169,2.240215742697501,47,18.6
18,32,64,0.2,0.001,8,0.032349370165104155,0.027983574607692796,2.2795958412102157,45,21.2
24,128,64,0.3,0.0005,32,0.03255115714216952,0.03015597582846295,2.501042380590833,26,12.5
24,64,64,0.1,0.001,8,0.03255886335586005,0.028219414291312632,2.306384244267533,32,20.7
24,128,16,0.3,0.001,16,0.0326300763801922,0.031310906304846634,2.5905552411922765,36,17.1
18,128,32,0.1,0.0005,16,0.03270070731839416,0.030946239451797492,2.56388652403378,21,10.6
6,32,16,0.2,0.001,16,0.03275705082731707,0.03181046033275091,2.60494932315041,47,18.1
24,128,16,0.2,0.0005,8,0.03284463269174872,0.028117844028228985,2.2940398148542744,48,29.8
18,64,64,0.3,0.0005,8,0.032912481728856545,0.02830106201267641,2.309620031415699,36,20.6
18,128,32,0.2,0.0005,32,0.033013065875172096,0.0314796991727008,2.6064714058340543,28,11.6
24,128,32,0.3,0.0005,8,0.03303788956453353,0.0289959948421118,2.370601315581429,51,29.9
24,64,32,0.2,0.0005,16,0.033038840799201746,0.032191078973353285,2.6605560571121494,61,22.2
18,32,16,0.3,0.001,8,0.03318572063934048,0.03311169414000531,2.726385352497503,44,18.5
18,128,32,0.2,0.001,16,0.03321126097031858,0.028909151650621,2.3642442142515527,50,19.4
18,64,32,0.3,0.001,8,0.033254603920850674,0.028995627970492155,2.358263281067173,35,17.2
12,128,16,0.2,0.0005,8,0.03334777911246451,0.03287555022454365,2.6961636056218765,67,24.4
12,64,32,0.1,0.001,32,0.0334058987967699,0.03321058686592295,2.7344190048590424,23,8.5
24,64,64,0.1,0.001,32,0.033522956388161766,0.031386278099714976,2.6015231480997643,34,13.4
24,32,64,0.2,0.0005,16,0.03357058837512,0.030988965228360175,2.5713489917202734,33,13.8
6,64,16,0.3,0.001,32,0.03382356586035624,0.03334144832253463,2.7347273157226875,52,15.2
24,64,64,0.3,0.0005,16,0.033974559791473694,0.03210932145875911,2.6602947441471003,25,19.4
12,64,64,0.1,0.0005,8,0.034018958942332735,0.02841752522137699,2.310460932830319,55,20.8
12,64,16,0.1,0.0005,8,0.03410334207141167,0.03393378862858763,2.7881309849430282,76,23.9
18,64,64,0.1,0.001,16,0.03433145347459788,0.029728462789471926,2.4302969425281113,58,21.0
24,64,32,0.2,0.001,16,0.03440245125125453,0.03358276408079682,2.775099260386217,31,13.4
24,128,64,0.1,0.001,16,0.03446723291431619,0.029883845173759867,2.4430522871438582,58,26.0
24,64,64,0.2,0.0005,8,0.0344795162504458,0.03063861245790263,2.5089252288414277,36,22.3
18,64,64,0.2,0.0005,32,0.034486589089534475,0.03314102194476318,2.7428192116300005,30,10.8
12,32,64,0.1,0.001,16,0.0345753772350491,0.034327845609130644,2.8287858176815215,29,9.5
18,64,64,0.3,0.001,8,0.03469908609536832,0.029212918457745523,2.379906962245261,31,15.8
18,64,64,0.2,0.001,8,0.03473239451101559,0.029553667796987853,2.410239278613251,31,17.2
12,128,16,0.3,0.0005,16,0.0349942474685464,0.03479215801841929,2.8666514561705636,23,9.1
24,128,16,0.1,0.0005,8,0.03530387380891318,0.035118594830449525,2.8937808538546066,49,30.6
24,64,64,0.2,0.001,8,0.03531695795139006,0.029800739530859363,2.4313851539977427,45,23.0
6,32,16,0.1,0.0005,32,0.03550922303903374,0.03470695976944419,2.843673582160003,132,35.3
6,64,16,0.3,0.0005,8,0.035552398519544455,0.034674035187394515,2.8415855028005557,35,16.5
18,32,64,0.1,0.0005,8,0.03581490477759686,0.030347156133294875,2.47275568735545,85,36.9
18,64,64,0.2,0.0005,8,0.035997836255690606,0.03131409979227649,2.560624127137091,41,19.5
24,64,64,0.2,0.001,16,0.036107102043553864,0.03499552938153564,2.8930798729177045,22,11.4
12,32,32,0.2,0.001,8,0.03627559342544688,0.03596338376561687,2.952489615248382,39,13.6
18,128,32,0.3,0.0005,16,0.03641145127038943,0.035419456421853526,2.9283058614165784,33,14.1
24,64,64,0.1,0.0005,16,0.036415293050474556,0.03423629303786867,2.8366013083372708,21,10.9
24,32,16,0.1,0.001,8,0.03643055407971892,0.03627932675090943,2.984411585604459,40,19.4
6,64,16,0.2,0.001,16,0.03672783641390689,0.036128377779429316,2.9619672342005576,36,14.2
24,128,32,0.3,0.0005,16,0.03678646835121985,0.03543490655859649,2.931037786828916,21,12.3
24,128,64,0.1,0.0005,16,0.036872154930123885,0.03539773978122435,2.9287191909700567,21,12.1
12,128,32,0.1,0.0005,16,0.03715598680306654,0.03689638368747247,3.040022170275668,22,10.5
12,32,16,0.1,0.0005,16,0.03722983696219929,0.03703784307811933,3.042687494787057,41,11.3
12,32,64,0.3,0.001,8,0.03740889843134971,0.03179385284479685,2.582409833884107,39,14.6
24,128,32,0.2,0.001,32,0.03748573861726241,0.03681196518090972,3.0386192148682047,25,11.3
18,128,32,0.3,0.001,32,0.03758409374537871,0.03713389185706704,3.062719893386545,24,10.5
24,128,64,0.3,0.001,16,0.037607180339683945,0.03669035676201984,3.030304711655197,17,10.8
18,64,16,0.2,0.001,16,0.03770015250059215,0.037594794693342745,3.0939921112192557,52,17.1
6,32,16,0.3,0.001,16,0.03782116235007018,0.0365154581546097,2.9878000680994345,42,19.2
18,128,32,0.2,0.001,8,0.0379295652129279,0.037790363910916086,3.1064034889869623,15,11.0
12,64,32,0.2,0.0005,16,0.03801023992219028,0.03788483054222596,3.1172755325778185,30,10.0
18,64,32,0.1,0.001,16,0.038012773815345825,0.03757341610634191,3.1002952029183364,22,9.9
18,128,32,0.3,0.0005,32,0.0381406435658958,0.03714001601015864,3.0697048925374757,30,12.0
6,32,16,0.1,0.0005,8,0.03815897701217199,0.037496106877026626,3.073621101427702,30,16.2
24,64,32,0.1,0.001,16,0.03818868600336492,0.037358814847204914,3.085626266106954,20,10.6
18,64,64,0.2,0.0005,16,0.03829503806419998,0.03763131888553583,3.1068359330415207,21,9.9
12,32,16,0.2,0.001,8,0.03830065942170916,0.0379320227815322,3.1125034297346206,48,15.3
18,32,64,0.2,0.0005,8,0.03835177592328456,0.03239406056139284,2.6425504254143717,45,22.2
12,32,32,0.2,0.001,16,0.03858218042112568,0.03848021356700528,3.164875769534095,33,10.2
18,32,64,0.2,0.0005,16,0.038699797851561156,0.037770329512015734,3.1217165791590658,24,11.0
12,128,32,0.1,0.0005,8,0.038775117273225766,0.03231674837684817,2.62631032145776,40,16.2
18,32,32,0.1,0.0005,8,0.038954085543732586,0.03876848195253961,3.1956695773795794,41,20.9
24,128,16,0.1,0.001,16,0.03913157053304884,0.03858927150887098,3.1841365706822082,18,11.6
18,32,32,0.1,0.0005,16,0.03925449601597051,0.03901218863758119,3.215956848408632,35,12.8
24,32,32,0.1,0.001,8,0.039255327140375336,0.03918183442984829,3.2224658780021884,42,22.0
24,128,64,0.2,0.0005,16,0.0394196089641833,0.03830229112654642,3.1650181038227045,19,12.0
24,64,16,0.1,0.0005,8,0.03985042620909696,0.03978592233555814,3.2727755958377207,34,20.6
24,64,64,0.2,0.0005,16,0.040124824896784934,0.0390867703029145,3.229246888257297,30,29.7
18,32,64,0.3,0.001,16,0.04023867830188206,0.03961720713505294,3.2701529537362455,20,9.4
12,32,64,0.2,0.0005,8,0.04057723728471094,0.03364593452262653,2.7346306020163977,74,25.1
24,128,64,0.2,0.0005,8,0.040641900842962785,0.034726249755931596,2.8348274038917003,41,27.2
24,64,32,0.3,0.0005,16,0.04081094279964513,0.04014749453426768,3.313736692116494,24,11.2
24,128,16,0.1,0.001,8,0.040859559944375505,0.040763228056975506,3.3525610553995104,27,19.1
12,64,32,0.3,0.001,32,0.040866510575882024,0.0407278275625974,3.349769440712559,27,9.3
18,32,64,0.2,0.001,16,0.04106558842718865,0.04088010703006184,3.3666897006421608,21,9.8
6,32,16,0.3,0.0005,32,0.041100063824838655,0.03983389573370256,3.2665187919463543,76,24.7
18,128,16,0.3,0.0005,16,0.04118892759133674,0.041133117744154596,3.385625908783047,66,24.2
12,128,32,0.2,0.0005,8,0.04138849434214254,0.03459783877165134,2.810211421558508,59,22.4
12,32,32,0.2,0.0005,32,0.041405677268593816,0.04118990626837232,3.3855553051576956,63,15.4
18,32,32,0.3,0.001,8,0.04143681216591795,0.04130175504123984,3.3945638231828648,33,15.2
24,32,64,0.1,0.001,16,0.04156599629131365,0.04076529509438476,3.365229559069558,24,11.4
24,128,16,0.2,0.0005,16,0.04187693877622699,0.040711477287247604,3.363755564826291,30,17.2
6,32,16,0.2,0.001,8,0.04208895805362576,0.040855873400755464,3.3439679834716114,33,16.0
24,128,64,0.2,0.001,16,0.04223053499431492,0.035739109962999886,2.9136801469484346,59,26.7
24,128,64,0.1,0.0005,8,0.04231007167749454,0.036103073251559176,2.946683946867849,37,23.9
12,128,16,0.3,0.001,32,0.04231320386163609,0.042123690890130655,3.4620231805830786,25,9.5
18,32,64,0.2,0.001,32,0.04317483304756479,0.04296851240309181,3.5387218071547086,27,10.1
18,128,32,0.1,0.001,16,0.04326380849431813,0.03602783786901035,2.931770653003706,74,26.4
24,64,16,0.3,0.0005,16,0.04337258801208482,0.0432214159409644,3.5584424732261284,60,22.6
12,32,32,0.2,0.001,32,0.04339514511534402,0.043175086541051816,3.546755186753682,35,10.6
24,64,32,0.2,0.001,32,0.043613155140320714,0.043138148516449135,3.5567009206542375,28,10.9
24,32,64,0.2,0.0005,8,0.043790290280758634,0.03811451790902561,3.113710031779181,63,29.4
18,128,32,0.2,0.0005,8,0.04393762258459767,0.037253797710218584,3.032890606674092,40,22.4
12,64,16,0.1,0.0005,16,0.04401258942476847,0.04374380959909993,3.592247001849454,42,12.2
12,128,16,0.1,0.001,32,0.04406516285498389,0.043887742069223655,3.6069135953218865,24,9.3
12,64,16,0.3,0.0005,32,0.04424613049536517,0.04408392271060805,3.623516634808109,48,13.1
12,64,16,0.3,0.0005,8,0.04426868523311991,0.044110384849866804,3.6271386453020567,29,11.1
12,32,32,0.1,0.0005,16,0.04452577526445402,0.044298610607790896,3.6393954397606203,76,18.4
24,64,16,0.2,0.0005,8,0.04487093443177255,0.044762424671262846,3.680190039878616,44,21.4
24,32,32,0.1,0.001,16,0.04487616070580204,0.04460805149036965,3.675658980466767,42,16.5
12,128,16,0.1,0.001,16,0.04498960140239505,0.04439954818044661,3.640698291883092,77,22.0
18,32,16,0.2,0.001,16,0.04518416346190687,0.04496098160302658,3.694616188160808,46,14.7
24,32,64,0.3,0.0005,32,0.04519747386975158,0.044756392349778386,3.688928082891281,37,12.6
18,32,32,0.1,0.001,16,0.045503150566102664,0.04541230019401023,3.735232201780106,39,15.1
12,64,16,0.1,0.001,32,0.04569651907119006,0.045371206139988934,3.725284473834848,29,15.9
24,32,32,0.2,0.001,32,0.04581486498930642,0.04568158162753608,3.758952705944459,30,11.0
12,32,32,0.3,0.001,16,0.04592771690268355,0.04572116789627495,3.7567854256763913,27,8.7
12,64,16,0.1,0.001,16,0.046226978817750064,0.0459217113652473,3.770222944161467,21,7.9
24,32,64,0.1,0.0005,16,0.04640010628604434,0.04553995675113953,3.7586850610400813,28,12.7
24,64,32,0.3,0.001,16,0.04699247525474891,0.04687555706192549,3.8538174569693293,54,19.9
12,32,16,0.3,0.0005,8,0.04758588310852038,0.04711243114489591,3.865683156851201,33,12.0
6,32,16,0.1,0.001,32,0.047739326648633625,0.046192032219252006,3.7819375707253777,86,27.1
24,128,32,0.3,0.001,8,0.04794358118412732,0.0397301864445154,3.2284990221598426,38,25.1
18,32,64,0.2,0.0005,32,0.048056021091889674,0.04773798828885889,3.9345460304171214,34,11.8
12,32,16,0.2,0.0005,8,0.048090574240139294,0.04764954170334306,3.910078873811313,38,13.4
24,128,16,0.3,0.0005,32,0.04811813717776661,0.04770732432241345,3.9322282011717147,24,11.2
6,32,16,0.3,0.001,8,0.048408622003643036,0.04690801563988132,3.8383818049876735,34,20.0
18,64,32,0.3,0.0005,16,0.048772313775123956,0.04862748221959751,4.002405272588921,27,11.7
12,32,32,0.1,0.001,16,0.04887687544280143,0.04855885851339325,3.987534487460451,35,10.3
12,64,16,0.2,0.001,16,0.04901045391169422,0.04860847118835013,3.989201823574542,49,13.3
18,32,32,0.3,0.0005,16,0.04901935869651069,0.04886136150624843,4.018247465718657,39,13.5
12,64,16,0.3,0.0005,16,0.04908568902593795,0.04866693180324503,3.994476841896049,26,9.0
18,64,32,0.2,0.0005,16,0.04912263968511176,0.04898388281157752,4.030801486003854,44,15.5
24,32,64,0.3,0.0005,16,0.04926063709797729,0.048821175853317904,4.023709957498289,25,11.6
12,128,16,0.2,0.0005,16,0.04936289030945975,0.04916551935660002,4.040047878694047,22,8.8
12,128,16,0.2,0.001,16,0.049600327097543966,0.0493052764394856,4.04886934559313,20,8.3
18,64,16,0.1,0.0005,16,0.049625757752126166,0.049468610638311296,4.071265048569825,35,12.9
12,64,16,0.2,0.0005,32,0.04969022965139699,0.04927354590439985,4.044499784576025,63,15.7
24,32,64,0.1,0.001,32,0.049800920845480975,0.04952039563832979,4.077834897043637,24,9.9
12,32,16,0.1,0.001,8,0.049864266873883664,0.04896098746859746,4.0119262344103594,30,11.1
24,64,32,0.1,0.001,32,0.04996301394977162,0.049748819797016806,4.093464245053602,21,9.6
18,128,32,0.3,0.0005,8,0.04997577831311451,0.04268725248522279,3.4740740149538243,32,18.8
18,128,64,0.2,0.001,8,0.05007386238406692,0.042640267026385674,3.463131397111715,54,28.8
12,32,32,0.2,0.0005,8,0.05019165305304066,0.04983054166489454,4.090842664174898,33,12.2
18,64,32,0.2,0.001,16,0.05021971882862715,0.05008741591647466,4.119425898110975,21,10.0
24,64,64,0.2,0.001,32,0.05037171252504543,0.050169623854478713,4.128945372435335,24,10.5
18,64,32,0.1,0.0005,32,0.050458664495187114,0.05028522993289728,4.138661629133844,31,10.8
18,32,32,0.3,0.001,32,0.05078619780394244,0.05067577960704595,4.16779239135797,31,14.6
12,32,16,0.3,0.0005,32,0.05096058011263904,0.050424454203604634,4.136572968937859,74,19.5
18,32,32,0.2,0.001,16,0.05097061721761972,0.0508422145980564,4.182629472839442,24,10.0
24,32,32,0.3,0.0005,8,0.05103863831093477,0.05082811289869142,4.176544425963328,31,16.4
18,32,64,0.1,0.001,16,0.05108972352742593,0.050939519982774906,4.192009373361209,21,9.4
24,64,16,0.2,0.001,8,0.05151904563856378,0.05129673808852243,4.214054794273618,30,16.2
24,64,32,0.3,0.001,32,0.051722387283333324,0.05155524241014719,4.240270161331666,26,10.3
18,128,32,0.2,0.0005,16,0.05172793052263525,0.04324218298680729,3.5189583738851975,100,34.3
18,128,32,0.2,0.001,32,0.052113664479202695,0.05197373651317228,4.275000008796312,25,10.7
24,128,32,0.3,0.001,32,0.05232715771529796,0.052080720571570614,4.28524365672627,22,10.4
12,32,32,0.3,0.0005,8,0.05247270052749775,0.05212600394101723,4.280322645259238,34,12.2
12,32,16,0.1,0.0005,8,0.052573606764561576,0.05196037513236773,4.261454505517417,40,13.7
24,32,32,0.3,0.001,16,0.05298212916053422,0.05275852305394267,4.335325201716048,21,13.2
12,64,16,0.3,0.001,16,0.053181501737223406,0.05276072441573355,4.330207057611038,20,7.9
24,32,16,0.3,0.001,8,0.05343934533209372,0.05317827753987408,4.368046411402593,46,21.4
18,32,16,0.3,0.001,32,0.05387838920219611,0.05367033796699248,4.4104819316025825,31,10.4
24,64,16,0.1,0.001,32,0.05406822593659551,0.05385456066948622,4.425070941420136,27,12.3
18,64,16,0.3,0.0005,8,0.05409024374791413,0.05350476298252401,4.388685230790452,46,19.9
24,32,16,0.1,0.0005,8,0.05425209176612025,0.05389880107738942,4.425202997711238,47,25.7
24,32,32,0.2,0.0005,8,0.05468764612906758,0.05449910429331574,4.478902156446674,73,32.8
12,128,32,0.3,0.001,8,0.054699914372032504,0.04921613617090328,4.004432177037695,36,15.7
18,128,16,0.1,0.001,16,0.055047754385026446,0.05482896507868806,4.505365624833256,18,10.0
24,64,16,0.1,0.001,16,0.055292887930243735,0.05504422639225586,4.52314745650623,60,23.4
24,32,32,0.2,0.0005,32,0.055518989221873837,0.055359670795660794,4.552695676262428,31,11.1
18,64,16,0.2,0.0005,16,0.05561295579377373,0.05541610686592103,4.55308698273953,47,17.6
12,128,16,0.3,0.001,8,0.05568619799462173,0.04911020228957759,3.99239851851523,37,15.0
18,128,64,0.2,0.0005,16,0.056016744884185864,0.04638456285002963,3.7734902697657864,81,33.2
24,32,32,0.1,0.0005,16,0.056305578153316896,0.05608539190771237,4.609780406505205,37,14.8
12,128,16,0.3,0.001,16,0.056601317232170816,0.05595214991144393,4.588935270118079,21,9.3
18,32,32,0.2,0.0005,16,0.05679349590153237,0.056584885737519394,4.650228293786776,55,17.0
18,128,64,0.1,0.001,8,0.057050712325070564,0.0476570747030025,3.867463008237436,41,23.6
24,128,16,0.1,0.0005,16,0.0578596358291321,0.05757414774533068,4.738861806564476,23,13.1
18,64,16,0.2,0.0005,32,0.05801984519357053,0.057821056969144934,4.752733612334888,42,12.6
18,32,16,0.3,0.0005,8,0.05812469322166604,0.05746942878788498,4.713667547632864,57,23.0
24,64,16,0.1,0.001,8,0.058799760767519436,0.0578636241060161,4.7423646201821965,47,23.4
18,128,16,0.1,0.001,32,0.05901919368168093,0.058649319283948245,4.815720859396663,25,11.0
18,32,16,0.3,0.001,16,0.05904490334338881,0.058257305261575576,4.776955059753579,81,23.4
12,128,64,0.1,0.0005,8,0.05917725812563532,0.0494634168159323,4.015082521364334,41,19.4
18,32,32,0.3,0.001,16,0.05922249028133988,0.058990972286390636,4.846697526324589,23,9.8
18,64,16,0.3,0.0005,16,0.059982324957539475,0.0595246376251084,4.885813955001297,48,16.0
24,128,16,0.2,0.001,16,0.061351115380755994,0.06102332071913747,5.012481946946918,19,11.5
18,64,16,0.3,0.001,32,0.061500162128731606,0.061002354784191394,5.006383196260819,31,10.5
12,64,16,0.2,0.001,32,0.06184013229843933,0.06083286031341579,4.985554256620009,31,9.8
24,128,16,0.3,0.001,8,0.061867132287023945,0.06085214589520074,4.986878302207871,16,12.7
12,64,16,0.2,0.0005,16,0.062079384668233734,0.06128432503232958,5.02506910360954,33,10.4
12,32,16,0.2,0.001,16,0.06277041923607037,0.061760334758158564,5.061665925407463,26,8.7
12,32,16,0.3,0.001,32,0.06322838743143855,0.06221329475059331,5.098818162789466,28,9.7
18,64,16,0.2,0.001,32,0.0636898486922686,0.06329423161442883,5.197139187972262,21,8.5
18,128,64,0.2,0.0005,8,0.06378008689739091,0.05350089623183016,4.345591232763882,50,29.2
18,32,16,0.3,0.0005,16,0.06462492700159694,0.0639023159655819,5.241408070258589,43,14.1
18,128,16,0.2,0.001,32,0.06467843450468913,0.06424820644192736,5.274511686131464,21,9.8
24,32,32,0.1,0.0005,8,0.06499868452581985,0.06437854027992215,5.281673676772951,60,29.3
12,32,16,0.3,0.0005,16,0.06506166538373566,0.06408311186188191,5.25291667574461,61,15.3
12,32,16,0.3,0.001,16,0.06510978352359015,0.06389140948678947,5.235002786889279,52,13.5
24,64,16,0.2,0.0005,32,0.06513270849524096,0.0648212918554215,5.32606763876999,36,13.3
24,64,16,0.3,0.0005,8,0.0655094266982649,0.06480543260768834,5.315521460197892,35,20.0
12,32,16,0.1,0.001,16,0.06625808482424736,0.06514417107794085,5.338555290269255,51,13.3
24,128,64,0.1,0.001,32,0.06647227616672674,0.06530623427066654,5.3521973371209475,11,7.6
24,64,32,0.1,0.0005,16,0.0674924321211722,0.06714518628304364,5.5145451070669464,27,15.7
24,32,32,0.3,0.0005,16,0.06784198592127196,0.06733738110217849,5.527694704366296,31,12.8
24,32,16,0.3,0.001,16,0.06798779067976618,0.0671716994136318,5.508526213922068,26,12.0
24,32,16,0.2,0.0005,16,0.07014890783874027,0.06961367063843965,5.7136936409214805,80,25.9
18,32,16,0.1,0.0005,8,0.07027402951672514,0.06939330499836863,5.690305892424593,33,15.9
24,128,16,0.3,0.001,32,0.07078186206908635,0.07003289042362507,5.744781170614962,24,11.3
18,128,64,0.1,0.0005,8,0.07168186502046109,0.05925395486702927,4.812810450063074,34,24.3
18,32,16,0.2,0.0005,8,0.07218329420798951,0.0711056084766563,5.8291222063169155,31,14.6
24,32,16,0.2,0.001,16,0.07252606298236768,0.07141944500068773,5.853979472039636,38,16.3
18,32,16,0.1,0.0005,32,0.07254107430087382,0.07146752911611685,5.859111722058038,57,15.8
24,64,16,0.1,0.0005,16,0.07264015430609985,0.07209047059373745,5.916808891809141,28,12.2
24,32,16,0.2,0.0005,8,0.0726650923230385,0.07189900995531787,5.897935155532268,49,23.9
18,128,32,0.1,0.0005,8,0.07269105585617908,0.06007657744637048,4.879164634321234,35,19.8
18,128,64,0.3,0.0005,8,0.072941270811892,0.0604292142218775,4.907480364511444,30,17.9
18,32,16,0.1,0.0005,16,0.07329591875753513,0.07233050519484796,5.930345528412847,74,21.4
18,32,16,0.2,0.001,32,0.07364151563964849,0.07265133296064212,5.956678655879915,40,12.0
24,64,16,0.3,0.001,16,0.07416636408062281,0.07325523484242796,6.007012256815959,25,12.5
18,64,16,0.3,0.001,16,0.07528513978815286,0.07427285959687367,6.0894172490461855,24,10.5
12,64,64,0.3,0.001,8,0.07549785011579782,0.06496787165223972,5.275739616648532,42,16.3
24,32,32,0.3,0.0005,32,0.0757990974343888,0.07529482829322973,6.181522777219169,37,12.3
18,64,16,0.1,0.001,32,0.07786166391920903,0.07687541550192506,6.3034314439964305,28,10.1
24,128,64,0.3,0.0005,8,0.07813197662053356,0.06359685108205908,5.160154151556009,42,30.8
18,32,16,0.1,0.001,16,0.07830373461978359,0.07742984564312289,6.350629708831702,25,10.4
18,128,64,0.2,0.001,32,0.078432821056749,0.07691463302780957,6.301110508651732,11,7.3
24,32,16,0.2,0.001,8,0.07872694584841408,0.07733654425811862,6.3365388151266275,20,12.1
24,64,16,0.2,0.001,32,0.07895777565687104,0.07801013830331678,6.39730569203895,25,10.2
24,32,16,0.3,0.0005,8,0.08110431662109846,0.08023844358216896,6.581533623904959,26,15.0
12,128,64,0.3,0.0005,8,0.08234418883858616,0.07026038352592066,5.703644881548004,35,15.6
24,32,16,0.3,0.0005,16,0.08426947471068541,0.0833829145620394,6.839560483748801,42,16.4
24,128,64,0.2,0.001,32,0.08587340994972123,0.08406382114158983,6.885148418642473,11,9.7
12,128,64,0.2,0.0005,8,0.08981282876644701,0.07535168457732817,6.112725390507395,40,17.7
12,32,16,0.2,0.0005,32,0.09013226233726918,0.08900122020975933,7.299955819377152,17,7.8
12,128,64,0.3,0.001,8,0.09030095326568231,0.07887372192216542,6.407521972084962,49,20.9
18,32,16,0.2,0.0005,16,0.09066679539345589,0.08904572478107743,7.2957165600829486,45,15.0
24,128,32,0.1,0.0005,32,0.09663500119069224,0.09533241155484634,7.815970833426972,13,8.0
18,128,64,0.3,0.001,32,0.09977825455382465,0.09732296126172785,7.967744701075459,11,8.7
18,64,32,0.3,0.0005,32,0.10045450140838036,0.09910802795067049,8.12553980439298,13,8.6
24,64,64,0.3,0.001,32,0.1019709426813266,0.09957623340631772,8.152690938565625,11,7.7
